equipa,jogos_jogados,vitorias,empates,derrotas,golos_marcados,golos_sofridos,diferenca_golos,pontos,pontos_por_jornada,sem_sofrer_golos,ambas_as_equipas_do_jogo_marcaram,nao_marcou,mais_de_0.5_golos,mais_de_1.5_golos,mais_de_2.5_golos,media_golos_intervalo_casa;;;;;;;
Porto,17,12,4,1,24,6,+18,40,2.35,71%,29%,12%,88%,59%,24%,1.76;;;;;;;
Sporting CP,17,11,4,2,12,3,+9,37,2.18,82%,6%,35%,76%,6%,6%,0.88;;;;;;;
Santa Clara,17,8,6,3,13,6,+7,30,1.76,65%,18%,41%,76%,29%,6%,1.12;;;;;;;
GD Estoril Praia,17,6,10,1,14,7,+7,28,1.65,59%,35%,41%,65%,47%,12%,1.24;;;;;;;
Benfica,17,7,6,4,16,7,+9,27,1.59,59%,18%,53%,71%,35%,18%,1.35;;;;;;;
Sporting Braga,17,5,10,2,9,4,+5,25,1.47,76%,12%,59%,53%,24%,0%,0.76;;;;;;;
Pacos de Ferreira,17,6,7,4,11,8,+3,25,1.47,65%,18%,47%,71%,35%,6%,1.12;;;;;;;
Portimonense,17,6,6,5,10,10,0,24,1.41,47%,24%,53%,76%,29%,12%,1.18;;;;;;;
Boavista FC,17,7,2,8,8,11,-3,23,1.35,53%,6%,53%,88%,12%,6%,1.12;;;;;;;
Vitoria Guimaraes,17,5,8,4,11,11,0,23,1.35,59%,24%,47%,71%,35%,12%,1.29;;;;;;;
CD Tondela,17,6,5,6,12,14,-2,23,1.35,47%,24%,53%,76%,53%,24%,1.53;;;;;;;
CS Maritimo,17,3,12,2,11,9,+2,21,1.24,47%,41%,53%,59%,47%,12%,1.18;;;;;;;
Gil Vicente,17,3,11,3,9,6,+3,20,1.18,65%,18%,65%,53%,29%,6%,0.88;;;;;;;
Moreirense FC,17,5,5,7,11,12,-1,20,1.18,47%,18%,59%,76%,41%,18%,1.35;;;;;;;
Belenenses SAD,17,5,5,7,8,17,-9,20,1.18,53%,18%,53%,76%,24%,18%,1.47;;;;;;;
Famalicao,17,3,9,5,10,12,-2,18,1.06,59%,24%,65%,53%,47%,24%,1.29;;;;;;;
FC Vizela,17,3,8,6,6,10,-4,17,1.00,53%,12%,71%,65%,29%,0%,0.94;;;;;;;
FC Arouca,17,2,5,10,2,16,-14,11,0.65,41%,0%,88%,71%,18%,12%,1.06;;;;;;;
