equipa,jogos_jogados,vitorias,empates,derrotas,golos_marcados,golos_sofridos,diferenca_golos,pontos,pontos_por_jornada,sem_sofrer_golos,ambas_as_equipas_do_jogo_marcaram,nao_marcou,mais_de_0.5_golos,mais_de_1.5_golos,mais_de_2.5_golos,media_golos_intervalo_fora;;;;;;;;
Benfica,17,12,3,2,25,6,+19,39,2.29,71%,18%,24%,88%,53%,18%,1.82;;;;;;;;
Sporting CP,17,9,7,1,19,7,+12,34,2.00,65%,35%,24%,76%,53%,18%,1.53;;;;;;;;
Porto,17,9,6,2,16,8,+8,33,1.94,59%,29%,29%,82%,47%,12%,1.41;;;;;;;;
Sporting Braga,17,7,6,4,13,8,+5,27,1.59,71%,12%,53%,65%,29%,18%,1.24;;;;;;;;
Famalicao,17,5,6,6,12,15,-3,21,1.24,35%,35%,41%,88%,47%,18%,1.59;;;;;;;;
CD Tondela,17,4,7,6,7,11,-4,19,1.12,53%,12%,65%,71%,24%,6%,1.06;;;;;;;;
Pacos de Ferreira,17,4,7,6,5,8,-3,19,1.12,59%,6%,71%,65%,12%,0%,0.76;;;;;;;;
Portimonense,17,4,7,6,7,10,-3,19,1.12,59%,6%,71%,65%,24%,6%,1;;;;;;;;
CS Maritimo,17,4,7,6,8,15,-7,19,1.12,47%,18%,65%,71%,47%,18%,1.35;;;;;;;;
FC Vizela,17,3,9,5,10,12,-2,18,1.06,59%,24%,59%,59%,41%,24%,1.29;;;;;;;;
Vitoria Guimaraes,17,3,9,5,6,9,-3,18,1.06,53%,18%,65%,65%,24%,0%,0.88;;;;;;;;
GD Estoril Praia,17,4,6,7,6,9,-3,18,1.06,53%,6%,71%,71%,18%,0%,0.88;;;;;;;;
Gil Vicente,17,2,9,6,6,10,-4,15,0.88,59%,24%,65%,53%,24%,18%,0.94;;;;;;;;
Santa Clara,17,3,6,8,7,13,-6,15,0.88,41%,24%,59%,76%,29%,12%,1.18;;;;;;;;
Boavista FC,17,2,8,7,9,15,-6,14,0.82,35%,35%,53%,76%,53%,12%,1.41;;;;;;;;
FC Arouca,17,3,5,9,8,15,-7,14,0.82,41%,24%,65%,71%,35%,24%,1.35;;;;;;;;
Moreirense FC,17,2,7,8,2,11,-9,13,0.76,53%,0%,88%,59%,6%,6%,0.76;;;;;;;;
Belenenses SAD,17,0,8,9,3,15,-12,8,0.47,35%,18%,82%,65%,35%,6%,1.06;;;;;;;;
